[20:32:28 083]:   Thread start. id=15068
[20:33:18 518]:   Thread start. id=13992
[20:33:18 531]:   Thread start. id=740016
[20:33:18 532]:   Thread start. id=13756
[20:33:18 536]:   GD_MTC_SDK_OpenStream
[20:33:18 537]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:18 539]:   DataPull:: recv MSG_TYPE_OPEN_STREAM msg
[20:33:18 540]:   Base64Name=YWRtaW46OTk5OQ==
[20:33:18 638]:   get_curse_info=[gear=1&measurerange=0&mintemp=-100&maxtemp=1600$gear=2&measurerange=0&mintemp=-200&maxtemp=1600$gear=3&measurerange=0&mintemp=-100&maxtemp=1800$gear=1&measurerange=1&mintemp=-100&maxtemp=3600$gear=2&measurerange=1&mintemp=-200&maxtemp=3600$gear=3&measurerange=1&mintemp=-100&maxtemp=3600$gear=1&measurerange=2&mintemp=-100&maxtemp=6600$gear=2&measurerange=2&mintemp=-200&maxtemp=6700$gear=3&measurerange=2&mintemp=-100&maxtemp=6600]
[20:33:18 639]:   After remove same range info
[20:33:18 639]:   v.nRangeIndex=0, v.fMinTemp=-10.000000, v.fMaxTemp=160.000000
[20:33:18 639]:   v.nRangeIndex=1, v.fMinTemp=-10.000000, v.fMaxTemp=360.000000
[20:33:18 639]:   v.nRangeIndex=2, v.fMinTemp=-10.000000, v.fMaxTemp=660.000000
[20:33:18 639]:   Update m_pDataCfg->strVskGearDesc, [old=-20¡æ~150¡æ&-20¡æ~350¡æ&100¡æ~650¡æ, new=-10¡æ~160¡æ&-10¡æ~360¡æ&-10¡æ~660¡æ]
[20:33:18 643]:   H264Pull::openStream
[20:33:18 644]:   avcodec_register_all
[20:33:18 682]:   av_register_all
[20:33:18 686]:   avformat_network_init
[20:33:18 689]:   avformat_alloc_context
[20:33:18 690]:   set interruptCb in H264Puller
[20:33:18 690]:   avformat_open_input
[20:33:18 692]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[20:33:18 692]:   info->recvEmiss=98
[20:33:18 692]:   info->recvDistance=30
[20:33:18 737]:   avformat_find_stream_info
[20:33:18 737]:   After open h264 stream
[20:33:18 737]:   H264Pull::startRecvStream
[20:33:18 738]:   H264Puller start recv data.
[20:33:18 738]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_OPEN_STREAM
[20:33:18 738]:   wait msg result in time. [nMsgType=1003]
[20:33:18 738]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:18 738]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:18 745]:   Send change palette
[20:33:18 746]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[20:33:18 746]:   wait msg result in time. [nMsgType=1021]
[20:33:18 746]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:18 746]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:18 748]:   wait msg result in time. [nMsgType=1026]
[20:33:18 748]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:18 748]:  WARNING! Function not support nMsgType=1026, nPullDataType=0
[20:33:18 748]:   Send msg OK.[nMsgType=1048, nMsgId=25] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:18 748]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:18 754]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1048
[20:33:18 754]:   wait msg result in time. [nMsgType=1048]
[20:33:18 754]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:18 755]:   GD_MTC_SDK_GetDeviceInfo
[20:33:18 755]:   GD_MTC_SDK_GetArmVersion
[20:33:18 755]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:19 784]:   Recv armversion is "ZU02A V2.19"
[20:33:19 836]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1031
[20:33:19 837]:   wait msg result in time. [nMsgType=1031]
[20:33:19 837]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:19 837]:   GD_MTC_SDK_GetArmVersion return
[20:33:19 837]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:19 847]:   reqOneFrameIfNeededAndBufferMsg in DataDeal::onMsg MSG_TYPE_DEVICE_INFO
[20:33:19 847]:   Req One frame to Y16Puller
[20:33:19 902]:   Find first parm line block
[20:33:19 908]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[20:33:19 909]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[20:33:19 909]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[20:33:19 910]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[20:33:19 910]:  ERROR! Curve[5], element[5861] format error

[20:33:19 910]:  ERROR! Curve[8], element[4814] format error

[20:33:19 910]:   ProcessOneFrameData
[20:33:19 910]:   isValidY16Header confirmed
[20:33:19 955]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[20:33:19 956]:   info->recvEmiss=98
[20:33:19 956]:   info->recvDistance=30
[20:33:20 006]:   Use HsCurve[1], range=0, gear=2
[20:33:20 011]:   deviceInfo.DevType = 11 in DataDeal
[20:33:20 012]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_DEVICE_INFO
[20:33:20 013]:   wait msg result in time. [nMsgType=1039]
[20:33:20 013]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:20 013]:   deviceInfo.DevType=11
[20:33:20 016]:   Send msg OK.[nMsgType=1048, nMsgId=65] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:20 016]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:20 023]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1048
[20:33:20 024]:   wait msg result in time. [nMsgType=1048]
[20:33:20 024]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:20 030]:   Send msg OK.[nMsgType=1057, nMsgId=69] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:20 030]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:20 033]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1057
[20:33:20 034]:   wait msg result in time. [nMsgType=1057]
[20:33:20 034]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:20 034]:   Send msg OK.[nMsgType=1058, nMsgId=73] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:20 034]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:20 045]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_GET_PALETTE_DATA
[20:33:20 046]:   wait msg result in time. [nMsgType=1058]
[20:33:20 046]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:20 046]:   Send msg OK.[nMsgType=1048, nMsgId=76] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:20 046]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:20 051]:   wait msg result in time. [nMsgType=1048]
[20:33:20 052]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:20 052]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1048
[20:33:44 510]:   Send msg OK.[nMsgType=1021, nMsgId=691] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:44 510]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:44 514]:   Send change palette
[20:33:44 514]:   m_DownloadCmdRtnEvent.setEvent(); at MSG_TYPE_SET_PALETTE
[20:33:44 514]:   wait msg result in time. [nMsgType=1021]
[20:33:44 514]:   After DataCore::msgToDataCoreAndWaitForResult
[20:33:53 667]:   Send msg OK.[nMsgType=1040, nMsgId=919] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:33:53 667]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:33:53 670]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="focus", strCmdValue="3"
[20:33:53 673]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[20:33:53 673]:   wait msg result in time. [nMsgType=1040]
[20:33:53 673]:   After DataCore::msgToDataCoreAndWaitForResult
[20:34:05 858]:   Send msg OK.[nMsgType=1062, nMsgId=1233] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:34:05 859]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:34:05 865]:   setShowPaletteInfoData in CmdSenderHS, nFlag=3
[20:34:05 865]:   wait msg result in time. [nMsgType=1062]
[20:34:05 865]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1062
[20:34:05 865]:   After DataCore::msgToDataCoreAndWaitForResult
[20:34:08 359]:   Send msg OK.[nMsgType=1062, nMsgId=1301] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:34:08 359]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:34:08 363]:   setShowPaletteInfoData in CmdSenderHS, nFlag=1
[20:34:08 364]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1062
[20:34:08 364]:   wait msg result in time. [nMsgType=1062]
[20:34:08 364]:   After DataCore::msgToDataCoreAndWaitForResult
[20:34:17 071]:  WARNING! No h264 data.
[20:34:17 071]:   pObj->m_bOpeningRtsp == false
[20:34:17 071]:   pObj->m_bOpeningRtsp == false
[20:34:17 074]:   H264Pull::openStream
[20:34:17 074]:   avcodec_register_all
[20:34:17 075]:   av_register_all
[20:34:17 075]:   avformat_network_init
[20:34:17 075]:   avformat_alloc_context
[20:34:17 075]:   set interruptCb in H264Puller
[20:34:17 075]:   avformat_open_input
[20:34:19 903]:  WARNING! No parm line data recved in 5000 ms in Y16PullerNET640x480HS
[20:34:20 101]:   H264Puller operation abort for 3000ms time out.
[20:34:20 101]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:34:20 983]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[20:34:20 983]:   info->recvEmiss=98
[20:34:20 983]:   info->recvDistance=30
[20:34:22 165]:   H264Pull::openStream
[20:34:22 165]:   avcodec_register_all
[20:34:22 165]:   av_register_all
[20:34:22 165]:   avformat_network_init
[20:34:22 165]:   avformat_alloc_context
[20:34:22 165]:   set interruptCb in H264Puller
[20:34:22 165]:   avformat_open_input
[20:34:25 171]:   H264Puller operation abort for 3000ms time out.
[20:34:25 171]:   H264Puller operation abort for 3000ms time out.
[20:34:25 173]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:34:27 211]:   H264Pull::openStream
[20:34:27 211]:   avcodec_register_all
[20:34:27 211]:   av_register_all
[20:34:27 211]:   avformat_network_init
[20:34:27 211]:   avformat_alloc_context
[20:34:27 211]:   set interruptCb in H264Puller
[20:34:27 211]:   avformat_open_input
[20:34:27 232]:   avformat_find_stream_info
[20:34:27 232]:   After open h264 stream
[20:34:28 208]:   Send msg OK.[nMsgType=1016, nMsgId=1527] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:34:28 208]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:34:28 209]:   Req One frame to Y16Puller
[20:34:28 266]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[20:34:28 267]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[20:34:28 267]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[20:34:28 268]:  ERROR! Curve[5], element[5861] format error

[20:34:28 268]:  ERROR! Curve[8], element[4814] format error

[20:34:28 268]:   ProcessOneFrameData
[20:34:28 268]:   isValidY16Header confirmed
[20:34:28 313]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[20:34:28 313]:   info->recvEmiss=98
[20:34:28 313]:   info->recvDistance=30
[20:34:28 399]:   wait msg result in time. [nMsgType=1016]
[20:34:28 399]:   After DataCore::msgToDataCoreAndWaitForResult
[20:34:28 399]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1016
[20:34:29 590]:   Send msg OK.[nMsgType=1016, nMsgId=1557] in ServiceCore::msgToDataCoreAndWaitForResultSessionId
[20:34:29 590]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:34:29 591]:   Req One frame to Y16Puller
[20:34:30 847]:   pCurvesStruct->curve_count=9, pCurvesStruct->curve_length=32768
[20:34:31 470]:   curve[index, range, gear, len]=[0, 0, 1, 0]
[20:34:31 470]:   curve[index, range, gear, len]=[1, 0, 2, 0]
[20:34:31 470]:   curve[index, range, gear, len]=[2, 0, 3, 0]
[20:34:31 470]:   curve[index, range, gear, len]=[3, 1, 1, 0]
[20:34:31 470]:   curve[index, range, gear, len]=[4, 1, 2, 0]
[20:34:31 470]:   curve[index, range, gear, len]=[5, 1, 3, 0]
[20:34:31 470]:   curve[index, range, gear, len]=[6, 2, 1, 0]
[20:34:31 471]:   curve[index, range, gear, len]=[7, 2, 2, 0]
[20:34:31 471]:   curve[index, range, gear, len]=[8, 2, 3, 0]
[20:34:31 471]:  ERROR! Curve[5], element[5861] format error

[20:34:31 471]:  ERROR! Curve[8], element[4814] format error

[20:34:31 471]:   ProcessOneFrameData
[20:34:31 471]:   isValidY16Header confirmed
[20:34:31 524]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1016
[20:34:31 524]:   wait msg result in time. [nMsgType=1016]
[20:34:31 524]:   After DataCore::msgToDataCoreAndWaitForResult
[20:34:43 898]:  ERROR! Length betweent 2 frames is 774, is NOT PARMLINESIZE[768]
[20:35:13 902]:  ERROR! Length betweent 2 frames is 774, is NOT PARMLINESIZE[768]
[20:35:31 734]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:35:31 739]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="changeAnalyserTemperatureShowType", strCmdValue="2"
[20:35:32 743]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[20:35:32 743]:   wait msg result in time. [nMsgType=1040]
[20:35:32 743]:   After DataCore::msgToDataCoreAndWaitForResult
[20:35:32 748]:   Before DataCore::msgToDataCoreAndWaitForResult
[20:35:32 753]:   Recv MSG_TYPE_DOWNLOAD_CMD msg in DataPull, strCmdType="deleteRectAnalyser", strCmdValue=""
[20:35:32 813]:   m_DownloadCmdRtnEvent.setEvent(); at nType=1040
[20:35:32 813]:   wait msg result in time. [nMsgType=1040]
[20:35:32 813]:   After DataCore::msgToDataCoreAndWaitForResult
[20:36:00 215]:  WARNING! No h264 data.
[20:36:00 215]:   pObj->m_bOpeningRtsp == false
[20:36:00 215]:   pObj->m_bOpeningRtsp == false
[20:36:00 216]:   H264Pull::openStream
[20:36:00 216]:   avcodec_register_all
[20:36:00 216]:   av_register_all
[20:36:00 216]:   avformat_network_init
[20:36:00 216]:   avformat_alloc_context
[20:36:00 216]:   set interruptCb in H264Puller
[20:36:00 216]:   avformat_open_input
[20:36:03 242]:   H264Puller operation abort for 3000ms time out.
[20:36:03 242]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:36:03 902]:  WARNING! No parm line data recved in 5000 ms in Y16PullerNET640x480HS
[20:36:05 281]:   H264Pull::openStream
[20:36:05 281]:   avcodec_register_all
[20:36:05 281]:   av_register_all
[20:36:05 281]:   avformat_network_init
[20:36:05 281]:   avformat_alloc_context
[20:36:05 281]:   set interruptCb in H264Puller
[20:36:05 281]:   avformat_open_input
[20:36:05 906]:  ERROR! Connect to 192.168.125.104 failed in CmdSenderHS::getAllCalcParm
[20:36:08 310]:   H264Puller operation abort for 3000ms time out.
[20:36:08 311]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:36:10 350]:   H264Pull::openStream
[20:36:10 350]:   avcodec_register_all
[20:36:10 350]:   av_register_all
[20:36:10 350]:   avformat_network_init
[20:36:10 350]:   avformat_alloc_context
[20:36:10 350]:   set interruptCb in H264Puller
[20:36:10 350]:   avformat_open_input
[20:36:13 376]:   H264Puller operation abort for 3000ms time out.
[20:36:13 377]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:36:15 435]:   H264Pull::openStream
[20:36:15 435]:   avcodec_register_all
[20:36:15 435]:   av_register_all
[20:36:15 435]:   avformat_network_init
[20:36:15 435]:   avformat_alloc_context
[20:36:15 435]:   set interruptCb in H264Puller
[20:36:15 436]:   avformat_open_input
[20:36:15 461]:   avformat_find_stream_info
[20:36:15 461]:   After open h264 stream
[20:36:26 909]:  WARNING! Connect to 192.168.125.104:4955 failed.
[20:36:27 962]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[20:36:27 962]:   info->recvEmiss=98
[20:36:27 962]:   info->recvDistance=30
[20:36:44 906]:  ERROR! Length betweent 2 frames is 774, is NOT PARMLINESIZE[768]
[20:36:59 596]:  WARNING! No h264 data.
[20:36:59 596]:   pObj->m_bOpeningRtsp == false
[20:36:59 596]:   pObj->m_bOpeningRtsp == false
[20:36:59 597]:   H264Pull::openStream
[20:36:59 597]:   avcodec_register_all
[20:36:59 597]:   av_register_all
[20:36:59 597]:   avformat_network_init
[20:36:59 597]:   avformat_alloc_context
[20:36:59 597]:   set interruptCb in H264Puller
[20:36:59 597]:   avformat_open_input
[20:37:02 624]:   H264Puller operation abort for 3000ms time out.
[20:37:02 624]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:37:02 899]:  WARNING! No parm line data recved in 5000 ms in Y16PullerNET640x480HS
[20:37:03 999]:   Recv calc parm: [recvDistance=30&recvEmiss=98&recvHumidity=79&recvBackTemp=30&recvBackFlag=0&recvDis_a0=-32242&recvDis_a1=7597&recvDis_b0=828&recvDis_b1=9755&recvDis_c0=-2170&recvDis_c1=677&recvKF=97&&recvB0=200&recvK1=0&recvK2=20000&recvK3=0&recvK4=0&recvB2=0&CorrectionTemp=0&recvK5=-9150&recvK6=-1974&recvB3=2300]
[20:37:03 999]:   info->recvEmiss=98
[20:37:04 000]:   info->recvDistance=30
[20:37:04 702]:   H264Pull::openStream
[20:37:04 702]:   avcodec_register_all
[20:37:04 702]:   av_register_all
[20:37:04 702]:   avformat_network_init
[20:37:04 702]:   avformat_alloc_context
[20:37:04 703]:   set interruptCb in H264Puller
[20:37:04 703]:   avformat_open_input
[20:37:04 733]:   avformat_find_stream_info
[20:37:04 733]:   After open h264 stream
[20:37:08 092]:  WARNING! No h264 data.
[20:37:08 093]:   pObj->m_bOpeningRtsp == false
[20:37:08 093]:   pObj->m_bOpeningRtsp == false
[20:37:08 093]:   H264Pull::openStream
[20:37:08 093]:   avcodec_register_all
[20:37:08 093]:   av_register_all
[20:37:08 093]:   avformat_network_init
[20:37:08 093]:   avformat_alloc_context
[20:37:08 093]:   set interruptCb in H264Puller
[20:37:08 093]:   avformat_open_input
[20:37:11 116]:   H264Puller operation abort for 3000ms time out.
[20:37:11 116]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:37:11 901]:  WARNING! No parm line data recved in 5000 ms in Y16PullerNET640x480HS
[20:37:13 226]:   H264Pull::openStream
[20:37:13 227]:   avcodec_register_all
[20:37:13 227]:   av_register_all
[20:37:13 227]:   avformat_network_init
[20:37:13 227]:   avformat_alloc_context
[20:37:13 227]:   set interruptCb in H264Puller
[20:37:13 227]:   avformat_open_input
[20:37:13 894]:   avformat_find_stream_info
[20:37:13 894]:   After open h264 stream
[20:37:13 906]:  ERROR! Connect to 192.168.125.104 failed in CmdSenderHS::getAllCalcParm
[20:37:18 908]:  WARNING! No parm line data recved in 5000 ms in Y16PullerNET640x480HS
[20:37:18 955]:  WARNING! No h264 data.
[20:37:18 955]:   pObj->m_bOpeningRtsp == false
[20:37:18 955]:   pObj->m_bOpeningRtsp == false
[20:37:18 955]:   H264Pull::openStream
[20:37:18 955]:   avcodec_register_all
[20:37:18 955]:   av_register_all
[20:37:18 955]:   avformat_network_init
[20:37:18 955]:   avformat_alloc_context
[20:37:18 955]:   set interruptCb in H264Puller
[20:37:18 955]:   avformat_open_input
[20:37:20 912]:  ERROR! Connect to 192.168.125.104 failed in CmdSenderHS::getAllCalcParm
[20:37:21 981]:   H264Puller operation abort for 3000ms time out.
[20:37:21 981]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:37:24 025]:   H264Pull::openStream
[20:37:24 025]:   avcodec_register_all
[20:37:24 026]:   av_register_all
[20:37:24 026]:   avformat_network_init
[20:37:24 026]:   avformat_alloc_context
[20:37:24 026]:   set interruptCb in H264Puller
[20:37:24 026]:   avformat_open_input
[20:37:27 053]:   H264Puller operation abort for 3000ms time out.
[20:37:27 053]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:37:29 091]:   H264Pull::openStream
[20:37:29 091]:   avcodec_register_all
[20:37:29 091]:   av_register_all
[20:37:29 091]:   avformat_network_init
[20:37:29 091]:   avformat_alloc_context
[20:37:29 091]:   set interruptCb in H264Puller
[20:37:29 091]:   avformat_open_input
[20:37:32 118]:   H264Puller operation abort for 3000ms time out.
[20:37:32 118]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:37:34 256]:   H264Pull::openStream
[20:37:34 256]:   avcodec_register_all
[20:37:34 256]:   av_register_all
[20:37:34 256]:   avformat_network_init
[20:37:34 256]:   avformat_alloc_context
[20:37:34 256]:   set interruptCb in H264Puller
[20:37:34 256]:   avformat_open_input
[20:37:34 278]:   avformat_find_stream_info
[20:37:34 278]:   After open h264 stream
[20:37:36 911]:  WARNING! No h264 data.
[20:37:36 911]:   pObj->m_bOpeningRtsp == false
[20:37:36 911]:   pObj->m_bOpeningRtsp == false
[20:37:36 912]:   H264Pull::openStream
[20:37:36 912]:   avcodec_register_all
[20:37:36 912]:   av_register_all
[20:37:36 912]:   avformat_network_init
[20:37:36 912]:   avformat_alloc_context
[20:37:36 912]:   set interruptCb in H264Puller
[20:37:36 912]:   avformat_open_input
[20:37:39 935]:   H264Puller operation abort for 3000ms time out.
[20:37:39 935]:  WARNING! could not open input file [rtsp://192.168.125.104:8554/video]
[20:37:41 914]:  WARNING! Connect to 192.168.125.104:4955 failed.
[20:37:42 036]:   H264Pull::openStream
[20:37:42 036]:   avcodec_register_all
[20:37:42 036]:   av_register_all
[20:37:42 036]:   avformat_network_init
[20:37:42 036]:   avformat_alloc_context
[20:37:42 037]:   set interruptCb in H264Puller
[20:37:42 037]:   avformat_open_input
[20:37:42 073]:   avformat_find_stream_info
[20:37:42 073]:   After open h264 stream
[20:37:44 889]:  WARNING! No h264 data.
[20:37:44 889]:   pObj->m_bOpeningRtsp == false
[20:37:44 889]:   pObj->m_bOpeningRtsp == false
[20:37:44 890]:   H264Pull::openStream
